title,provide_salary,company_type,company_size,company_ind,area,experience,education,number,min_wage,max_wage,avg_wage
大数据分析主管,0.9-1.2万/月,外资（非欧美）,1000-5000人,交通/运输/物流,上海-闵行区,3-4年经验,本科,招1人,0.9,1.2,1.1
121083中级大数据开发工程师,1.8-3.6万/月,民营公司,10000人以上,电子技术/半导体/集成电路,深圳-南山区,2年经验,本科,招若干人,1.8,3.6,2.7
大数据主任工程师,0,合资,10000人以上,家具/家电/玩具/礼品,惠州-仲恺区,5-7年经验,本科,招1人,0.0,0.0,0.0
高级大数据工程师,1.7-2.6万/月,外资（非欧美）,10000人以上,快速消费品(食品、饮料、化妆品),上海,3-4年经验,本科,招1人,1.7,2.6,2.1
大数据开发工程师,0.9-2万/月,民营公司,1000-5000人,网络游戏,广州-黄埔区,无需经验,暂无,招10人,0.9,2.0,1.4
大数据开发工程师,1-1.5万/月,合资,50-150人,金融/投资/证券,惠州-惠城区,3-4年经验,本科,招若干人,1.0,1.5,1.2
大数据平台架构师,3-4万/月,外资（欧美）,500-1000人,餐饮业,上海-徐汇区,5-7年经验,本科,招1人,3.0,4.0,3.5
大数据开发工程师,1.5-2万/月,合资,10000人以上,计算机软件,上海-浦东新区,3-4年经验,本科,招若干人,1.5,2.0,1.8
大数据开发工程师,1-2万/月,事业单位,150-500人,互联网/电子商务,北京,无需经验,硕士,招2人,1.0,2.0,1.5
大数据架构师(J16783),2-4万/月,民营公司,5000-10000人,制药/生物工程,武汉-洪山区,5-7年经验,硕士,招1人,2.0,4.0,3.0
大数据开发,1.2-2.2万/月,合资,1000-5000人,机械/设备/重工,长沙-岳麓区,3-4年经验,硕士,招1人,1.2,2.2,1.7
大数据应用专家,20-30万/年,合资,10000人以上,机械/设备/重工,长沙-长沙县,3-4年经验,硕士,招1人,1.7,2.5,2.1
大数据开发工程师,2-2.5万/月,上市公司,1000-5000人,计算机服务(系统、数据服务、维修),上海,5-7年经验,本科,招1人,2.0,2.5,2.2
大数据基础平台-K8S开发工程师,2.5-4万/月,外资（非欧美）,1000-5000人,互联网/电子商务,北京-海淀区,3-4年经验,本科,招2人,2.5,4.0,3.2
信息技术部-系统运行经理（大数据方向）,1-1.5万/月,国企,5000-10000人,金融/投资/证券,异地招聘,3-4年经验,硕士,招若干人,1.0,1.5,1.2
大数据开发工程师,1.4-3万/月,上市公司,500-1000人,网络游戏,广州,2年经验,本科,招1人,1.4,3.0,2.2
大数据技术专员,4.5-6千/月,上市公司,5000-10000人,影视/媒体/艺术/文化传播,广州,无需经验,本科,招1人,0.5,0.6,0.6
资深架构师/研发总监-大数据平台,50-80万/年,上市公司,10000人以上,多元化业务集团公司,广州,10年以上经验,本科,招2人,4.2,6.7,5.5
大数据开发工程师,1.5-2万/月,外资（欧美）,10000人以上,计算机软件,上海,5-7年经验,本科,招5人,1.5,2.0,1.8
大数据分析工程师,1-1.5万/月,上市公司,150-500人,计算机软件,沈阳-和平区,5-7年经验,本科,招1人,1.0,1.5,1.2
大数据开发工程师,2.5-3万/月,国企,50-150人,计算机软件,上海-浦东新区,3-4年经验,本科,招若干人,2.5,3.0,2.8
大数据分析工程师,0.6-1.2万/月,上市公司,5000-10000人,制药/生物工程,异地招聘,2年经验,大专,招若干人,0.6,1.2,0.9
大数据开发工程师,0.9-1.6万/月,上市公司,1000-5000人,网络游戏,苏州-工业园区,3-4年经验,本科,招1人,0.9,1.6,1.2
高级大数据开发工程师,1.5-2.5万/月,民营公司,500-1000人,网络游戏,广州-天河区,3-4年经验,大专,招1人,1.5,2.5,2.0
大数据开发工程师,1.2-1.5万/月,民营公司,1000-5000人,计算机软件,大连-高新园区,3-4年经验,大专,招2人,1.2,1.5,1.4
大数据开发-实时计算,1.5-2万/月,上市公司,5000-10000人,计算机服务(系统、数据服务、维修),厦门-思明区,3-4年经验,本科,招1人,1.5,2.0,1.8
大数据平台架构岗(007035),2.5-5万/月,国企,500-1000人,银行,深圳-福田区,5-7年经验,本科,招若干人,2.5,5.0,3.8
大数据总监,3-6万/月,国企,10000人以上,通信/电信/网络设备,异地招聘,5-7年经验,硕士,招1人,3.0,6.0,4.5
大数据架构师,2-2.5万/月,合资,5000-10000人,采掘业/冶炼,南京,8-9年经验,本科,招2人,2.0,2.5,2.2
大数据开发工程师(J12549),0,上市公司,5000-10000人,医疗/护理/卫生,广州-海珠区,3-4年经验,本科,招2人,0.0,0.0,0.0
大数据工程师,1.5-2.5万/月,外资（非欧美）,5000-10000人,计算机软件,深圳,5-7年经验,本科,招1人,1.5,2.5,2.0
BI/大数据开发工程师 (MJ004090),1-1.8万/月,民营公司,10000人以上,计算机服务(系统、数据服务、维修),广州,2年经验,本科,招10人,1.0,1.8,1.4
大数据算法工程师,4-6万/月,国企,500-1000人,学术/科研,北京-昌平区,3-4年经验,硕士,招1人,4.0,6.0,5.0
大数据开发工程师,1.5-2万/月,上市公司,10000人以上,计算机软件,北京-朝阳区,5-7年经验,本科,招1人,1.5,2.0,1.8
大数据平台专家,1.5-3万/月,外资（欧美）,1000-5000人,通信/电信运营、增值服务,南京-雨花台区,2年经验,本科,招1人,1.5,3.0,2.2
大数据产品专家-杭州（研发中心）,2.5-4万/月,民营公司,5000-10000人,计算机软件,杭州-滨江区,5-7年经验,本科,招2人,2.5,4.0,3.2
大数据(平台)工程师,0.5-1万/月,国企,1000-5000人,计算机服务(系统、数据服务、维修),合肥-高新区,1年经验,本科,招若干人,0.5,1.0,0.8
大数据基础技术高级工程师,2-4万/月,国企,500-1000人,银行,异地招聘,5-7年经验,本科,招若干人,2.0,4.0,3.0
大数据开发工程师,1.7-3.5万/月,上市公司,10000人以上,保险,深圳-福田区,5-7年经验,本科,招若干人,1.7,3.5,2.6
大数据开发工程师,2-3万/月,外资（非欧美）,1000-5000人,制药/生物工程,异地招聘,3-4年经验,本科,招若干人,2.0,3.0,2.5
软件开发中心-大数据平台开发工程师,0,国企,500-1000人,金融/投资/证券,上海,2年经验,硕士,招1人,0.0,0.0,0.0
大数据开发工程师(J10764),3.5-6万/月,外资（欧美）,500-1000人,互联网/电子商务,北京-朝阳区,3-4年经验,本科,招若干人,3.5,6.0,4.8
大数据研发工程师(J25648),0.9-1.4万/月,上市公司,10000人以上,电子技术/半导体/集成电路,苏州-工业园区,2年经验,本科,招1人,0.9,1.4,1.1
大数据ETL工程师,1-2万/月,民营公司,10000人以上,原材料和加工,异地招聘,2年经验,大专,招若干人,1.0,2.0,1.5
大数据开发工程师,2-3万/月,上市公司,5000-10000人,快速消费品(食品、饮料、化妆品),广东省,3-4年经验,本科,招1人,2.0,3.0,2.5
大数据分析工程师,1-1.5万/月,国企,5000-10000人,新能源,北京-丰台区,5-7年经验,本科,招1人,1.0,1.5,1.2
（杭州）外包大数据数仓开发工程师,1-1.6万/月,民营公司,1000-5000人,计算机软件,杭州-萧山区,2年经验,本科,招若干人,1.0,1.6,1.3
Hadoop大数据开发工程师,1.8-2.8万/月,国企,500-1000人,通信/电信/网络设备,上海,5-7年经验,本科,招1人,1.8,2.8,2.3
信息科技部资深主管（大数据与人工智能）,0,国企,1000-5000人,银行,上海-浦东新区,8-9年经验,本科,招1人,0.0,0.0,0.0
大数据研发工程师(J10530),3-4万/月,外资（欧美）,1000-5000人,互联网/电子商务,北京-海淀区,3-4年经验,本科,招1人,3.0,4.0,3.5
大数据架构师,4-5万/月,外资（非欧美）,50-150人,计算机软件,上海-黄浦区,5-7年经验,本科,招1人,4.0,5.0,4.5
大数据挖掘工程师（AI方向）,1-1.5万/月,国企,50-150人,文字媒体/出版,长沙-雨花区,5-7年经验,本科,招1人,1.0,1.5,1.2
大数据架构师,2-2.5万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),成都-高新区,5-7年经验,大专,招若干人,2.0,2.5,2.2
Java工程师（大数据方向）,1.2-2万/月,民营公司,150-500人,计算机软件,上海-徐汇区,5-7年经验,本科,招若干人,1.2,2.0,1.6
大数据工程师,1.8-2.5万/月,民营公司,150-500人,互联网/电子商务,广州-白云区,5-7年经验,本科,招若干人,1.8,2.5,2.1
大数据开发工程师,5-8千/月,民营公司,50-150人,计算机软件,异地招聘,1年经验,本科,招1人,0.5,0.8,0.7
大数据工程师,1-2.5万/月,民营公司,1000-5000人,医疗/护理/卫生,成都-锦江区,3-4年经验,本科,招2人,1.0,2.5,1.8
大数据开发工程师,1.5-3万/月,外资（非欧美）,500-1000人,互联网/电子商务,深圳-南山区,5-7年经验,本科,招3人,1.5,3.0,2.2
大数据开发工程师,2-2.5万/月,民营公司,150-500人,快速消费品(食品、饮料、化妆品),北京-昌平区,2年经验,大专,招3人,2.0,2.5,2.2
大数据开发工程师,1.5-2.5万/月,外资（非欧美）,150-500人,互联网/电子商务,广州-荔湾区,5-7年经验,本科,招2人,1.5,2.5,2.0
高级大数据开发工程师（非外包）,1.8-3万/月,民营公司,500-1000人,交通/运输/物流,深圳-宝安区,5-7年经验,本科,招2人,1.8,3.0,2.4
大数据开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,武汉-洪山区,3-4年经验,本科,招5人,1.0,1.5,1.2
大数据算法工程师,2.5-4万/月,合资,150-500人,专业服务(咨询、人力资源、财会),上海-徐汇区,3-4年经验,硕士,招1人,2.5,4.0,3.2
大数据开发工程师,1.5-3万/月,民营公司,150-500人,网络游戏,上海-徐汇区,3-4年经验,本科,招5人,1.5,3.0,2.2
大数据开发工程师,1.5-2万/月,外资（欧美）,500-1000人,计算机软件,成都,5-7年经验,本科,招若干人,1.5,2.0,1.8
大数据开发工程师,1.2-2万/月,民营公司,1000-5000人,教育/培训/院校,南京-雨花台区,3-4年经验,本科,招1人,1.2,2.0,1.6
大数据开发工程师,1.5-3万/月,民营公司,150-500人,网络游戏,上海-徐汇区,3-4年经验,本科,招若干人,1.5,3.0,2.2
大数据安全架构师-北京深圳上海济南,4-4.5万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),异地招聘,8-9年经验,本科,招1人,4.0,4.5,4.2
大数据开发助理双休包住,6-8千/月,民营公司,50-150人,计算机软件,深圳-宝安区,无需经验,大专,招3人,0.6,0.8,0.7
大数据开发工程师,1.5-2万/月,民营公司,150-500人,计算机软件,南京-栖霞区,3-4年经验,本科,招5人,1.5,2.0,1.8
软件工程师（大数据）,0.8-1.5万/月,民营公司,50-150人,通信/电信/网络设备,深圳-南山区,3-4年经验,本科,招1人,0.8,1.5,1.1
大数据开发工程师,6-8千/月,合资,150-500人,计算机软件,苏州,无需经验,大专,招3人,0.6,0.8,0.7
大数据业务后端支撑工程师（泰州）,4.5-6千/月,民营公司,50-150人,计算机软件,泰州-高港区,1年经验,大专,招若干人,0.5,0.6,0.6
大数据开发工程师,0.9-1.5万/月,民营公司,少于50人,计算机软件,上海-徐汇区,2年经验,本科,招1人,0.9,1.5,1.2
大数据开发工程师,2-4万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),佛山-南海区,3-4年经验,本科,招1人,2.0,4.0,3.0
资深大数据工程师,2-2.5万/月,民营公司,50-150人,电气/电力/水利,南京-江宁区,5-7年经验,本科,招1人,2.0,2.5,2.2
大数据师知识图谱工程师,1.2-2万/月,民营公司,少于50人,计算机软件,东营,3-4年经验,本科,招2人,1.2,2.0,1.6
大数据架构师,2-3.5万/月,民营公司,50-150人,计算机软件,成都-高新区,5-7年经验,本科,招1人,2.0,3.5,2.8
大数据开发工程师（智云兴禾）,1.3-2万/月,民营公司,150-500人,计算机软件,南京-建邺区,3-4年经验,本科,招1人,1.3,2.0,1.6
Pyhton工程师（大数据方向）,0.8-1万/月,民营公司,暂无,计算机软件,深圳-宝安区,无需经验,大专,招3人,0.8,1.0,0.9
大数据开发工程师,1.5-2万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),青岛-黄岛区,3-4年经验,本科,招1人,1.5,2.0,1.8
大数据开发工程师,1.5-2万/月,民营公司,1000-5000人,计算机软件,武汉,1年经验,大专,招2人,1.5,2.0,1.8
大数据开发工程师,0.7-1.2万/月,民营公司,1000-5000人,计算机软件,济南-槐荫区,2年经验,本科,招2人,0.7,1.2,0.9
大数据软件工程师,1.2-1.8万/月,民营公司,少于50人,新能源,北京-朝阳区,5-7年经验,本科,招1人,1.2,1.8,1.5
大数据开发工程师(拟上市公司）,1.8-2.8万/月,民营公司,1000-5000人,计算机软件,杭州-江干区,3-4年经验,本科,招1人,1.8,2.8,2.3
大数据架构师,3-5万/月,上市公司,150-500人,计算机软件,深圳,10年以上经验,本科,招1人,3.0,5.0,4.0
大数据开发工程师,1.5-2.2万/月,民营公司,50-150人,计算机软件,深圳,5-7年经验,本科,招1人,1.5,2.2,1.9
大数据开发工程师（双休+奖金）,6-8千/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),上海-虹口区,1年经验,大专,招4人,0.6,0.8,0.7
高级大数据工程师,1.5-3万/月,民营公司,150-500人,计算机软件,西安-高新技术产业开发区,无需经验,本科,招若干人,1.5,3.0,2.2
高级大数据开发工程师,2.5-3.5万/月,民营公司,50-150人,计算机软件,上海-杨浦区,5-7年经验,本科,招若干人,2.5,3.5,3.0
大数据开发工程师,1-1.5万/月,民营公司,少于50人,通信/电信运营、增值服务,成都-高新区,3-4年经验,本科,招4人,1.0,1.5,1.2
大数据运营工程师,0.7-1.5万/月,民营公司,50-150人,计算机软件,厦门,2年经验,本科,招若干人,0.7,1.5,1.1
大数据开发工程师,0.8-1.3万/月,合资,50-150人,计算机服务(系统、数据服务、维修),成都,3-4年经验,本科,招1人,0.8,1.3,1.1
高级大数据开发工程师,2-3.5万/月,民营公司,500-1000人,互联网/电子商务,上海-长宁区,5-7年经验,本科,招2人,2.0,3.5,2.8
大数据开发工程师,1-1.5万/月,民营公司,1000-5000人,互联网/电子商务,长沙,3-4年经验,本科,招2人,1.0,1.5,1.2
大数据开发工程师,1.6-2.5万/月,民营公司,50-150人,计算机软件,南京-玄武区,5-7年经验,本科,招1人,1.6,2.5,2.0
大数据平台工程师-未来科技城,1.5-2万/月,上市公司,1000-5000人,仪器仪表/工业自动化,杭州-余杭区,3-4年经验,本科,招2人,1.5,2.0,1.8
大数据开发人员,0.8-1万/月,事业单位,150-500人,学术/科研,宁波,暂无,暂无,招若干人,0.8,1.0,0.9
java大数据开发工程师,0.8-1万/月,民营公司,少于50人,石油/化工/矿产/地质,北京-海淀区,3-4年经验,本科,招1人,0.8,1.0,0.9
高级大数据开发工程师,2-3.5万/月,上市公司,1000-5000人,计算机服务(系统、数据服务、维修),北京-朝阳区,5-7年经验,本科,招2人,2.0,3.5,2.8
大数据工程师,1.3-2.3万/月,上市公司,10000人以上,批发/零售,深圳-南山区,3-4年经验,本科,招2人,1.3,2.3,1.8
大数据工程师,1-1.5万/月,合资,50-150人,计算机软件,广州-荔湾区,3-4年经验,本科,招2人,1.0,1.5,1.2
大数据研发工程师,0.9-1.2万/月,民营公司,少于50人,计算机软件,绵阳,3-4年经验,本科,招1人,0.9,1.2,1.1
大数据开发工程师,0.6-1.2万/月,民营公司,50-150人,计算机软件,无锡-无锡新区,2年经验,大专,招若干人,0.6,1.2,0.9
大数据开发工程师,1-1.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),上海-徐汇区,3-4年经验,大专,招1人,1.0,1.5,1.2
大数据开发工程师,2-3.5万/月,创业公司,150-500人,互联网/电子商务,杭州-江干区,3-4年经验,本科,招若干人,2.0,3.5,2.8
大数据高级工程师,15-25万/年,国企,500-1000人,电子技术/半导体/集成电路,成都-武侯区,无需经验,本科,招1人,1.2,2.1,1.6
大数据开发工程师,1-2万/月,国企,1000-5000人,汽车,异地招聘,3-4年经验,本科,招2人,1.0,2.0,1.5
大数据架构师,3-6万/月,上市公司,1000-5000人,计算机硬件,深圳-光明新区,5-7年经验,本科,招1人,3.0,6.0,4.5
大数据开发工程师,6-8千/月,民营公司,少于50人,计算机软件,南京,无需经验,大专,招1人,0.6,0.8,0.7
大数据开发工程师,1-1.5万/月,外资（非欧美）,500-1000人,批发/零售,昆明,3-4年经验,大专,招1人,1.0,1.5,1.2
大数据开发工程师 (Spark/Python),1.3-2.3万/月,国企,150-500人,互联网/电子商务,广州-天河区,3-4年经验,本科,招1人,1.3,2.3,1.8
大数据研发工程师,4.5-6千/月,民营公司,50-150人,互联网/电子商务,成都-武侯区,无需经验,大专,招1人,0.5,0.6,0.6
大数据开发/双休,6-8千/月,民营公司,50-150人,电子技术/半导体/集成电路,深圳-宝安区,1年经验,大专,招3人,0.6,0.8,0.7
大数据开发工程师,1.3-2.2万/月,民营公司,50-150人,计算机软件,深圳-福田区,2年经验,大专,招2人,1.3,2.2,1.8
大数据开发工程师,6-8千/月,民营公司,150-500人,计算机软件,北京-朝阳区,无需经验,大专,招若干人,0.6,0.8,0.7
高级大数据开发工程师,0.8-1.5万/月,民营公司,50-150人,计算机软件,广州-天河区,3-4年经验,本科,招1人,0.8,1.5,1.1
Java开发工程师(大数据方向）,0.6-1.3万/月,上市公司,50-150人,计算机软件,异地招聘,5-7年经验,本科,招若干人,0.6,1.3,0.9
大数据架构师,2.5-3万/月,上市公司,150-500人,计算机服务(系统、数据服务、维修),成都,5-7年经验,本科,招若干人,2.5,3.0,2.8
