title,provide_salary,company_type,company_size,company_ind,area,experience,education,number,min_wage,max_wage,avg_wage
课程顾问,6-8千/月,民营公司,少于50人,专业服务(咨询、人力资源、财会),无锡,1年经验,大专,招5人,0.6,0.8,0.7
行业库产品经理,1.5-2万/月,民营公司,少于50人,互联网/电子商务,上海-普陀区,3-4年经验,本科,招若干人,1.5,2.0,1.8
数据库工程师,0.8-1万/月,民营公司,少于50人,仪器仪表/工业自动化,青岛-黄岛区,3-4年经验,大专,招1人,0.8,1.0,0.9
销售助理,3-4.5千/月,民营公司,50-150人,家具/家电/玩具/礼品,广州,暂无,暂无,招若干人,0.3,0.5,0.4
直聘医学专家,0.5-1万/月,民营公司,50-150人,医疗/护理/卫生,珠海-香洲区,3-4年经验,大专,招1人,0.5,1.0,0.8
数据分析师/周末双休,3-7千/月,民营公司,少于50人,贸易/进出口,成都,无需经验,大专,招若干人,0.3,0.7,0.5
初中辅导老师+双休，均薪15K,1.2-1.5万/月,民营公司,150-500人,计算机软件,合肥-蜀山区,1年经验,本科,招若干人,1.2,1.5,1.4
暖通工程师（克拉玛依华为数据中心）,1-1.5万/月,国企,5000-10000人,物业管理/商业中心,克拉玛依,5-7年经验,本科,招1人,1.0,1.5,1.2
Web前端开发工程师,5-8千/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),拉萨,2年经验,大专,招3人,0.5,0.8,0.7
静安区1号线高薪诚聘业务谈判经理+高提成+优厚待遇,0.8-1.5万/月,民营公司,暂无,计算机软件,上海-静安区,无需经验,本科,招10人,0.8,1.5,1.1
销售经理,2-4万/月,民营公司,少于50人,计算机软件,杭州-余杭区,3-4年经验,大专,招3人,2.0,4.0,3.0
石油钻采装备智能化产品研发工程师,1-1.5万/月,合资,50-150人,机械/设备/重工,北京-昌平区,3-4年经验,本科,招2人,1.0,1.5,1.2
数据分析师,0.8-1万/月,民营公司,500-1000人,互联网/电子商务,杭州-萧山区,1年经验,本科,招1人,0.8,1.0,0.9
高级客户经理/课程顾问,0.8-1万/月,民营公司,少于50人,专业服务(咨询、人力资源、财会),上海-长宁区,2年经验,大专,招若干人,0.8,1.0,0.9
资深DBA数据库管理员 美资公司 可在家办公 全国招聘,2-2.5万/月,外资（欧美）,150-500人,计算机软件,杭州,8-9年经验,本科,招1人,2.0,2.5,2.2
数据分析专员,4.5-6千/月,民营公司,50-150人,奢侈品/收藏品/工艺品/珠宝,深圳-罗湖区,无需经验,中技,招1人,0.5,0.6,0.6
标案工程师,0.6-1万/月,上市公司,1000-5000人,计算机服务(系统、数据服务、维修),广州-黄埔区,2年经验,大专,招1人,0.6,1.0,0.8
数据分析师,0.7-1.4万/月,外资（欧美）,500-1000人,金融/投资/证券,成都-锦江区,5-7年经验,本科,招1人,0.7,1.4,1.0
产品总监/高级产品经理,2.5-4万/月,民营公司,500-1000人,互联网/电子商务,上海-徐汇区,8-9年经验,本科,招1人,2.5,4.0,3.2
路端方案实施经理,1.8-2.5万/月,民营公司,少于50人,电子技术/半导体/集成电路,成都,5-7年经验,本科,招若干人,1.8,2.5,2.1
数据分析师,0.8-1万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),成都-武侯区,3-4年经验,本科,招3人,0.8,1.0,0.9
销售（五险一金+无责底薪+法定节假日休息）,0.5-2.5万/月,民营公司,少于50人,计算机软件,昆明,1年经验,大专,招4人,0.5,2.5,1.5
商务BD,4.5-7千/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),贵阳,无需经验,本科,招3人,0.5,0.7,0.6
数据分析员,5.5-7.5千/月,合资,150-500人,石油/化工/矿产/地质,佛山-三水区,3-4年经验,大专,招1人,0.6,0.8,0.7
软件销售,1-1.5万/月,民营公司,50-150人,互联网/电子商务,上海-徐汇区,3-4年经验,大专,招1人,1.0,1.5,1.2
销售,6-8千/月,创业公司,少于50人,贸易/进出口,深圳-宝安区,2年经验,本科,招2人,0.6,0.8,0.7
天猫运营/名企/品牌,0.8-1.5万/月,民营公司,50-150人,互联网/电子商务,杭州-拱墅区,1年经验,本科,招1人,0.8,1.5,1.1
招商运营,0.8-1万/月,民营公司,50-150人,计算机软件,深圳-南山区,2年经验,本科,招2人,0.8,1.0,0.9
运营经理,0.8-1万/月,民营公司,50-150人,家居/室内设计/装潢,成都-高新区,3-4年经验,大专,招1人,0.8,1.0,0.9
产品经理（智慧城市）,13-15万/年,国企,50-150人,电子技术/半导体/集成电路,重庆-南岸区,3-4年经验,本科,招1人,1.1,1.2,1.1
项目经理,0.7-1.2万/月,合资,少于50人,计算机软件,杭州-西湖区,3-4年经验,大专,招1人,0.7,1.2,0.9
产品经理（智慧城市）,1.5-2万/月,上市公司,150-500人,计算机软件,重庆-南岸区,3-4年经验,大专,招1人,1.5,2.0,1.8
软件产品销售,1-1.5万/月,民营公司,少于50人,互联网/电子商务,重庆-渝中区,1年经验,大专,招2人,1.0,1.5,1.2
游戏数据分析运营总监,2-4万/月,民营公司,50-150人,网络游戏,深圳-南山区,2年经验,本科,招1人,2.0,4.0,3.0
5k贝壳管培生（五险一金）,0.6-1万/月,民营公司,1000-5000人,房地产,长沙,无需经验,大专,招10人,0.6,1.0,0.8
数据分析/五险一金/朝九晚六,3-5千/月,民营公司,少于50人,互联网/电子商务,重庆-沙坪坝区,无需经验,大专,招若干人,0.3,0.5,0.4
数据分析专员,4.5-6千/月,民营公司,50-150人,计算机软件,合肥-高新区,无需经验,大专,招1人,0.5,0.6,0.6
数据分析,3.5-5.5千/月,民营公司,1000-5000人,餐饮业,宁波-海曙区,1年经验,大专,招1人,0.3,0.6,0.4
软件实施工程师,6-8千/月,民营公司,50-150人,计算机软件,杭州-下城区,2年经验,大专,招1人,0.6,0.8,0.7
售前技术支持工程师,0.8-1.2万/月,民营公司,150-500人,办公用品及设备,宁波,5-7年经验,大专,招1人,0.8,1.2,1.0
数据分析师,0.7-1万/月,民营公司,150-500人,汽车,常州,3-4年经验,本科,招2人,0.7,1.0,0.8
资深专利代理人,2-2.5万/月,民营公司,少于50人,通信/电信/网络设备,异地招聘,2年经验,本科,招若干人,2.0,2.5,2.2
销售代表（无责底薪）+双休+提成,1-1.5万/月,民营公司,少于50人,计算机软件,上海-徐汇区,1年经验,大专,招6人,1.0,1.5,1.2
工程设备负责人（事业部）,5-7万/月,上市公司,10000人以上,新能源,异地招聘,10年以上经验,本科,招1人,5.0,7.0,6.0
数据部经理,1.5-2万/月,民营公司,150-500人,互联网/电子商务,深圳-南山区,5-7年经验,大专,招1人,1.5,2.0,1.8
数据分析师,2-4万/月,民营公司,150-500人,互联网/电子商务,深圳-南山区,3-4年经验,本科,招若干人,2.0,4.0,3.0
部门助理,0.8-1万/月,民营公司,150-500人,计算机软件,上海-徐汇区,2年经验,本科,招1人,0.8,1.0,0.9
系统集成项目经理,1-1.5万/月,民营公司,50-150人,通信/电信/网络设备,成都-高新区,5-7年经验,本科,招2人,1.0,1.5,1.2
产业招商经理/主管,0.6-1.2万/月,上市公司,50-150人,通信/电信运营、增值服务,武汉-东西湖区,3-4年经验,本科,招2人,0.6,1.2,0.9
人工智能工程师,2-5万/月,民营公司,50-150人,医疗设备/器械,杭州-萧山区,1年经验,硕士,招2人,2.0,5.0,3.5
广告优化师,4.5-8千/月,民营公司,少于50人,贸易/进出口,厦门,2年经验,大专,招1人,0.5,0.8,0.7
销售顾问,0.6-3万/月,民营公司,50-150人,互联网/电子商务,深圳-南山区,2年经验,大专,招10人,0.6,3.0,1.8
数据分析经理,1.5-2万/月,合资,50-150人,互联网/电子商务,上海,2年经验,大专,招1人,1.5,2.0,1.8
推荐产品经理,1.5-2.5万/月,外资（欧美）,1000-5000人,互联网/电子商务,深圳,2年经验,本科,招1人,1.5,2.5,2.0
研究员（双休+五险）,5-8千/月,民营公司,少于50人,公关/市场推广/会展,合肥-蜀山区,2年经验,本科,招1人,0.5,0.8,0.7
专利法律顾问(J12265),1.5-2万/月,合资,1000-5000人,互联网/电子商务,杭州,5-7年经验,本科,招1人,1.5,2.0,1.8
行政助理-广州孵化器招聘,6-8万/年,上市公司,5000-10000人,原材料和加工,广州-天河区,无需经验,大专,招1人,0.5,0.7,0.6
Web前端开发工程师,0.8-1.5万/月,民营公司,暂无,计算机软件,西安,2年经验,大专,招2人,0.8,1.5,1.1
经营数据分析主管,0.7-1万/月,民营公司,1000-5000人,服装/纺织/皮革,广州-天河区,2年经验,大专,招1人,0.7,1.0,0.8
解决方案专家,1.5-2万/月,民营公司,50-150人,计算机软件,南京-雨花台区,5-7年经验,本科,招若干人,1.5,2.0,1.8
前端开发工程师,1.5-2万/月,民营公司,1000-5000人,计算机软件,北京-海淀区,3-4年经验,本科,招1人,1.5,2.0,1.8
5G业务应用工程师,2-3万/月,上市公司,500-1000人,教育/培训/院校,广州-黄埔区,3-4年经验,博士,招2人,2.0,3.0,2.5
数据管理员,0.8-1万/月,民营公司,1000-5000人,仪器仪表/工业自动化,北京-海淀区,2年经验,本科,招1人,0.8,1.0,0.9
网络销售专员,6-8千/月,民营公司,50-150人,互联网/电子商务,广州-番禺区,无需经验,中专,招5人,0.6,0.8,0.7
高校产品经理,1-1.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),深圳-南山区,3-4年经验,本科,招1人,1.0,1.5,1.2
项目负责人,1.2-1.5万/月,民营公司,暂无,计算机服务(系统、数据服务、维修),北京-朝阳区,1年经验,本科,招5人,1.2,1.5,1.4
云仓配主管,1-1.6万/月,民营公司,1000-5000人,美容/保健,异地招聘,5-7年经验,大专,招1人,1.0,1.6,1.3
国贸业务员,6-9千/月,合资,150-500人,快速消费品(食品、饮料、化妆品),杭州-富阳区,1年经验,大专,招10人,0.6,0.9,0.8
贝壳链家管培生+高额提成+30天带薪培训,0.8-1.3万/月,民营公司,10000人以上,房地产,异地招聘,无需经验,本科,招3人,0.8,1.3,1.1
数据分析高级主管,1-1.5万/月,民营公司,150-500人,快速消费品(食品、饮料、化妆品),上海-闵行区,2年经验,大专,招1人,1.0,1.5,1.2
招聘专员,0.5-1万/月,民营公司,少于50人,计算机软件,无锡,2年经验,大专,招2人,0.5,1.0,0.8
数据分析师,0.8-1.2万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),成都-金牛区,2年经验,本科,招3人,0.8,1.2,1.0
家具开发工程师,0.8-1.5万/月,民营公司,500-1000人,电子技术/半导体/集成电路,深圳,2年经验,大专,招1人,0.8,1.5,1.1
软件实施运维工程师,3-8千/月,合资,500-1000人,计算机软件,吉林省,1年经验,本科,招2人,0.3,0.8,0.6
年薪12万数据分析师（零售）,6-8千/月,民营公司,150-500人,互联网/电子商务,广州-天河区,1年经验,本科,招若干人,0.6,0.8,0.7
数据分析师,0.7-1.2万/月,民营公司,1000-5000人,医疗/护理/卫生,南昌-新建区,3-4年经验,本科,招1人,0.7,1.2,0.9
UI设计师(数据可视化方向),0.8-1.2万/月,民营公司,少于50人,新能源,北京-朝阳区,3-4年经验,大专,招若干人,0.8,1.2,1.0
区块链运营,0.8-1.5万/月,合资,150-500人,制药/生物工程,武汉-江岸区,3-4年经验,大专,招1人,0.8,1.5,1.1
量化工程师,0.5-1.5万/月,民营公司,少于50人,金融/投资/证券,汕头-龙湖区,无需经验,本科,招1人,0.5,1.5,1.0
研究员,20-50万/年,非营利组织,少于50人,计算机软件,上海-浦东新区,1年经验,硕士,招若干人,1.7,4.2,3.0
解决方案经理总监（物联网+智慧城市）,1.5-2.5万/月,民营公司,150-500人,通信/电信/网络设备,上海-静安区,3-4年经验,本科,招若干人,1.5,2.5,2.0
BI工程师,0.8-1.5万/月,民营公司,少于50人,交通/运输/物流,上海-浦东新区,3-4年经验,本科,招1人,0.8,1.5,1.1
房产经纪人,6-8千/月,民营公司,少于50人,房地产,昆明-呈贡区,无需经验,高中,招若干人,0.6,0.8,0.7
资产管理高级顾问,3.5-4.5万/月,外资（非欧美）,1000-5000人,计算机软件,北京,10年以上经验,本科,招1人,3.5,4.5,4.0
销售经理,1-2万/月,上市公司,1000-5000人,计算机软件,北京-海淀区,3-4年经验,大专,招2人,1.0,2.0,1.5
技术经理,1.5-2.5万/月,民营公司,150-500人,保险,上海,8-9年经验,本科,招1人,1.5,2.5,2.0
算法高级工程师,1.5-3万/月,国企,少于50人,电子技术/半导体/集成电路,上海-长宁区,3-4年经验,硕士,招1人,1.5,3.0,2.2
研究员,0.7-1万/月,民营公司,少于50人,公关/市场推广/会展,上海-杨浦区,2年经验,本科,招2人,0.7,1.0,0.8
系统集成项目经理,0.8-1.2万/月,民营公司,50-150人,计算机软件,南京,3-4年经验,本科,招1人,0.8,1.2,1.0
软件产品经理,1-1.8万/月,民营公司,少于50人,计算机软件,东莞-南城区,3-4年经验,大专,招若干人,1.0,1.8,1.4
电商运营主管（央企/五险一金）,0.8-1.4万/月,国企,1000-5000人,快速消费品(食品、饮料、化妆品),深圳,3-4年经验,大专,招1人,0.8,1.4,1.1
电气弱电设计总监,2-2.5万/月,合资,50-150人,家居/室内设计/装潢,上海-闵行区,8-9年经验,本科,招若干人,2.0,2.5,2.2
质量工程师,0.6-1万/月,民营公司,50-150人,贸易/进出口,深圳-宝安区,3-4年经验,大专,招1人,0.6,1.0,0.8
研发总监,4-5万/月,合资,暂无,贸易/进出口,异地招聘,10年以上经验,本科,招1人,4.0,5.0,4.5
前端开发工程师,4-8千/月,民营公司,少于50人,计算机软件,广州-天河区,1年经验,大专,招1人,0.4,0.8,0.6
信息咨询师,1-1.5万/月,民营公司,50-150人,计算机软件,杭州,5-7年经验,本科,招2人,1.0,1.5,1.2
生物数据处理工程师,1-1.5万/月,民营公司,少于50人,制药/生物工程,南京-栖霞区,无需经验,硕士,招3人,1.0,1.5,1.2
内控审计专员,0.6-1万/月,外资（非欧美）,500-1000人,环保,上海-闵行区,3-4年经验,本科,招1人,0.6,1.0,0.8
主机系统集成工程师,10-15万/年,国企,150-500人,计算机软件,宁波-北仑区,1年经验,本科,招若干人,0.8,1.2,1.0
数据库开发工程师,2-3万/月,民营公司,50-150人,互联网/电子商务,上海-徐汇区,5-7年经验,本科,招1人,2.0,3.0,2.5
数据分析文员（双休+五险一金+带薪年假）,4.5-6千/月,民营公司,少于50人,影视/媒体/艺术/文化传播,重庆-渝中区,无需经验,大专,招4人,0.5,0.6,0.6
腾科高校研究院大学讲师,0.8-1万/月,民营公司,150-500人,教育/培训/院校,广州,2年经验,本科,招5人,0.8,1.0,0.9
软件测试工程师,1-1.5万/月,合资,50-150人,计算机软件,深圳-南山区,3-4年经验,本科,招1人,1.0,1.5,1.2
亚马逊精品运营专员,0.6-1万/月,民营公司,暂无,计算机软件,深圳-龙华区,1年经验,大专,招5人,0.6,1.0,0.8
售前经理,1.5-2万/月,民营公司,150-500人,计算机硬件,异地招聘,5-7年经验,大专,招1人,1.5,2.0,1.8
数据分析岗（风险管理部）,10-20万/年,国企,150-500人,银行,深圳,2年经验,本科,招1人,0.8,1.7,1.2
IT资讯总监,3.5-4.5万/月,外资（非欧美）,50-150人,互联网/电子商务,上海-闵行区,10年以上经验,本科,招1人,3.5,4.5,4.0
高级数据分析师 (MJ000113),1-2.5万/月,民营公司,1000-5000人,互联网/电子商务,深圳-龙岗区,3-4年经验,本科,招5人,1.0,2.5,1.8
大客户销售/大客户营销经理,0.8-1万/月,民营公司,50-150人,机械/设备/重工,佛山-顺德区,2年经验,大专,招若干人,0.8,1.0,0.9
渠道销售专员,1-1.5万/月,民营公司,150-500人,计算机软件,宁波-鄞州区,1年经验,大专,招20人,1.0,1.5,1.2
运营数据分析主管,1.2-1.7万/月,民营公司,150-500人,互联网/电子商务,广州,3-4年经验,本科,招1人,1.2,1.7,1.4
数据产品经理,1.3-1.8万/月,民营公司,1000-5000人,计算机服务(系统、数据服务、维修),南京-雨花台区,3-4年经验,本科,招2人,1.3,1.8,1.6
微软云产品销售,0.8-1万/月,创业公司,少于50人,互联网/电子商务,上海-闵行区,1年经验,大专,招2人,0.8,1.0,0.9
数据开发工程师(工作地台山市),0.6-1.8万/月,民营公司,50-150人,计算机软件,深圳-南山区,3-4年经验,本科,招3人,0.6,1.8,1.2
云计算解决方案售前工程师,6-8千/月,民营公司,50-150人,计算机硬件,福州-台江区,2年经验,大专,招1人,0.6,0.8,0.7
数据分析专员/电商数据分析,0.8-1.5万/月,民营公司,50-150人,互联网/电子商务,广州-白云区,2年经验,本科,招1人,0.8,1.5,1.1
深度学习工程师,1-5万/月,民营公司,少于50人,仪器仪表/工业自动化,无锡-滨湖区,3-4年经验,本科,招5人,1.0,5.0,3.0
技术总监,2.5-3.5万/月,外资（非欧美）,150-500人,计算机软件,珠海,10年以上经验,本科,招1人,2.5,3.5,3.0
0241K3-业务系统规划,1-1.5万/月,上市公司,10000人以上,保险,上海-浦东新区,3-4年经验,本科,招1人,1.0,1.5,1.2
首席技术官CTO（人工智能方向）,100万以上/年,民营公司,少于50人,计算机软件,南京-秦淮区,无需经验,本科,招1人,4.2,8.3,6.2
销售经理,15-22万/年,民营公司,50-150人,互联网/电子商务,南京,2年经验,本科,招3人,1.2,1.8,1.5
3D开发工程师,0.8-1.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),武汉-洪山区,2年经验,大专,招2人,0.8,1.5,1.1
敏捷项目经理/提供员工公寓,1-1.5万/月,民营公司,150-500人,建筑/建材/工程,深圳-龙岗区,2年经验,本科,招1人,1.0,1.5,1.2
信息技术专员,6-8万/年,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),宁波-慈溪市,1年经验,本科,招1人,0.5,0.7,0.6
运营经理（美团外卖）,0.8-1万/月,民营公司,1000-5000人,餐饮业,梧州,5-7年经验,本科,招2人,0.8,1.0,0.9
博士后工作站计划,30-30万/年,上市公司,5000-10000人,银行,哈尔滨,无需经验,博士,招若干人,2.5,2.5,2.5
数据分析师,0.8-1万/月,民营公司,暂无,计算机软件,阜阳,2年经验,本科,招2人,0.8,1.0,0.9
数据治理,2-3万/月,国企,10000人以上,快速消费品(食品、饮料、化妆品),北京-东城区,3-4年经验,本科,招1人,2.0,3.0,2.5
（高级/资深）解决方案经理,1.5-3万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),深圳-南山区,5-7年经验,本科,招若干人,1.5,3.0,2.2
媒介数据分析专员,5-8千/月,国企,150-500人,影视/媒体/艺术/文化传播,天津-东丽区,2年经验,本科,招1人,0.5,0.8,0.7
医药编辑,7-9千/月,民营公司,150-500人,计算机软件,成都,无需经验,本科,招若干人,0.7,0.9,0.8
金融数据采集录入员,4-7千/月,合资,150-500人,金融/投资/证券,武汉-洪山区,2年经验,大专,招若干人,0.4,0.7,0.6
销售经理,1-1.5万/月,上市公司,10000人以上,计算机软件,北京,3-4年经验,大专,招若干人,1.0,1.5,1.2
贝壳-数据主管,5-7千/月,民营公司,10000人以上,房地产,沈阳-浑南区,无需经验,本科,招1人,0.5,0.7,0.6
高级UI设计师,1.2-1.7万/月,民营公司,150-500人,电子技术/半导体/集成电路,北京-丰台区,5-7年经验,本科,招1人,1.2,1.7,1.4
正编数据采集专员,0.8-1万/月,合资,500-1000人,多元化业务集团公司,成都-高新区,无需经验,高中,招6人,0.8,1.0,0.9
高级销售推广,0.8-1.3万/月,民营公司,1000-5000人,计算机软件,广州,暂无,本科,招1人,0.8,1.3,1.1
IT项目经理,2-3万/月,民营公司,50-150人,计算机软件,上海-浦东新区,10年以上经验,本科,招1人,2.0,3.0,2.5
驻校服务老师（宁德各中学）,4-4.2千/月,民营公司,50-150人,计算机软件,宁德,1年经验,大专,招2人,0.4,0.4,0.4
智慧建筑研发开发工程师,1-2万/月,上市公司,150-500人,建筑/建材/工程,上海-长宁区,3-4年经验,本科,招若干人,1.0,2.0,1.5
资深售前工程师（北京）,2-3.5万/月,民营公司,150-500人,计算机软件,北京-海淀区,5-7年经验,本科,招2人,2.0,3.5,2.8
亚马逊数据分析师,0.6-1万/月,民营公司,50-150人,互联网/电子商务,深圳-龙华区,1年经验,大专,招1人,0.6,1.0,0.8
电商运营总监,30-40万/年,上市公司,500-1000人,多元化业务集团公司,上海-黄浦区,10年以上经验,本科,招1人,2.5,3.3,2.9
电销无压（高意向+高提成）,0.8-1万/月,国企,10000人以上,金融/投资/证券,上海-浦东新区,无需经验,高中,招30人,0.8,1.0,0.9
电话销售（中信新快现分期客服）五险一金+单双休,0.6-1.4万/月,民营公司,1000-5000人,外包服务,合肥-滨湖新区,1年经验,大专,招20人,0.6,1.4,1.0
链家总部/业务经理/营销专员/月薪8k+包住+就近+高提成,0.8-1万/月,民营公司,10000人以上,房地产,郑州-郑东新区,无需经验,大专,招12人,0.8,1.0,0.9
系统管理员,0.5-1万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),重庆-南岸区,2年经验,大专,招2人,0.5,1.0,0.8
技术架构师,2-3.5万/月,国企,1000-5000人,互联网/电子商务,上海-嘉定区,5-7年经验,大专,招1人,2.0,3.5,2.8
银行总行系统运维培训就业（全国省会城市分配）,0.8-1万/月,民营公司,少于50人,专业服务(咨询、人力资源、财会),北京-朝阳区,1年经验,本科,招5人,0.8,1.0,0.9
平台开发运维工程师,0.8-2万/月,创业公司,50-150人,交通/运输/物流,苏州-吴中区,3-4年经验,本科,招1人,0.8,2.0,1.4
安全工程师,15-22万/年,国企,150-500人,金融/投资/证券,杭州-上城区,2年经验,本科,招1人,1.2,1.8,1.5
京东店长,0.7-1万/月,民营公司,150-500人,通信/电信/网络设备,深圳-光明新区,2年经验,中专,招1人,0.7,1.0,0.8
暖通工程师,0.8-1万/月,民营公司,150-500人,物业管理/商业中心,重庆-南岸区,3-4年经验,本科,招1人,0.8,1.0,0.9
有效资源诚聘贷款顾问,6-8千/月,民营公司,少于50人,金融/投资/证券,长沙-芙蓉区,无需经验,大专,招10人,0.6,0.8,0.7
品牌专员（链家）,3-5千/月,民营公司,10000人以上,房地产,沈阳-浑南区,2年经验,本科,招1人,0.3,0.5,0.4
vivo-讯海科技-运营专员,5-7千/月,民营公司,5000-10000人,通信/电信/网络设备,昆明-五华区,2年经验,大专,招若干人,0.5,0.7,0.6
人才指数管理岗,6-8千/月,国企,50-150人,专业服务(咨询、人力资源、财会),广州-黄埔区,1年经验,本科,招1人,0.6,0.8,0.7
电话销售（公司提供优质资源）,2-2.5万/月,民营公司,少于50人,计算机软件,深圳-宝安区,1年经验,大专,招10人,2.0,2.5,2.2
猎头顾问（互联网方向）,0.8-1万/月,合资,500-1000人,互联网/电子商务,苏州-工业园区,1年经验,本科,招若干人,0.8,1.0,0.9
市场经理/总监（业务方向）,0.6-1万/月,民营公司,150-500人,计算机软件,杭州-西湖区,3-4年经验,大专,招3人,0.6,1.0,0.8
人工智能研发工程师,0.6-1万/月,民营公司,50-150人,医疗/护理/卫生,南京-栖霞区,无需经验,本科,招5人,0.6,1.0,0.8
DBA,3-4万/月,民营公司,少于50人,专业服务(咨询、人力资源、财会),上海-徐汇区,5-7年经验,本科,招1人,3.0,4.0,3.5
高薪急招项目经理,1.5-2万/月,民营公司,50-150人,通信/电信/网络设备,昆明,5-7年经验,本科,招2人,1.5,2.0,1.8
客服专员+固定底薪（无责4000元）+提成+工作就近安排,0.8-1万/月,民营公司,1000-5000人,房地产,广州-番禺区,暂无,大专,招15人,0.8,1.0,0.9
数据分析员,0.8-1.5万/月,民营公司,150-500人,互联网/电子商务,珠海-香洲区,1年经验,大专,招1人,0.8,1.5,1.1
售前顾问,1.5-3万/月,民营公司,500-1000人,医疗设备/器械,成都-武侯区,10年以上经验,本科,招2人,1.5,3.0,2.2
前端开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,深圳-宝安区,2年经验,本科,招3人,1.0,1.5,1.2
数据管理专员,0.7-1万/月,民营公司,150-500人,快速消费品(食品、饮料、化妆品),广州-花都区,2年经验,大专,招1人,0.7,1.0,0.8
软件工程师,1-1.5万/月,国企,50-150人,学术/科研,无锡,3-4年经验,硕士,招若干人,1.0,1.5,1.2
产品经理,2-4万/月,民营公司,150-500人,仪器仪表/工业自动化,异地招聘,3-4年经验,本科,招2人,2.0,4.0,3.0
数据分析师,6-8千/月,民营公司,50-150人,家具/家电/玩具/礼品,成都-崇州市,1年经验,大专,招1人,0.6,0.8,0.7
中级UI设计师,1.4-1.6万/月,民营公司,50-150人,计算机软件,北京-海淀区,3-4年经验,大专,招1人,1.4,1.6,1.5
国际货运系统产品经理,2-2.5万/月,民营公司,50-150人,交通/运输/物流,异地招聘,5-7年经验,本科,招若干人,2.0,2.5,2.2
数据分析师,0.8-1.2万/月,民营公司,150-500人,互联网/电子商务,长沙-雨花区,3-4年经验,本科,招1人,0.8,1.2,1.0
运维工程师,0.8-1.3万/月,民营公司,50-150人,计算机软件,广州-番禺区,2年经验,大专,招2人,0.8,1.3,1.1
运营经理,0.6-1万/月,民营公司,50-150人,计算机硬件,郑州-金水区,2年经验,大专,招2人,0.6,1.0,0.8
数据库工程师,1.5-2.5万/月,民营公司,150-500人,医疗/护理/卫生,深圳-南山区,5-7年经验,本科,招1人,1.5,2.5,2.0
发酵工程师,1-1.5万/月,民营公司,50-150人,制药/生物工程,深圳-南山区,2年经验,本科,招1人,1.0,1.5,1.2
IT运维主管,1-1.5万/月,合资,150-500人,互联网/电子商务,上海,3-4年经验,本科,招1人,1.0,1.5,1.2
数据分析师（高级）,1.5-2.5万/月,民营公司,500-1000人,互联网/电子商务,深圳-福田区,2年经验,本科,招1人,1.5,2.5,2.0
数据处理工程师,6-8千/月,民营公司,50-150人,建筑/建材/工程,重庆-南岸区,2年经验,本科,招若干人,0.6,0.8,0.7
APP产品经理,1-2万/月,民营公司,50-150人,互联网/电子商务,武汉-洪山区,5-7年经验,本科,招1人,1.0,2.0,1.5
算法工程师（slam方向）,1-1.5万/月,创业公司,少于50人,机械/设备/重工,武汉-东湖新技术产业开发区,2年经验,本科,招5人,1.0,1.5,1.2
数据分析文员,5-7千/月,民营公司,150-500人,通信/电信/网络设备,拉萨,2年经验,大专,招1人,0.5,0.7,0.6
数据运营专员,0.8-1万/月,民营公司,少于50人,医疗/护理/卫生,杭州-余杭区,2年经验,大专,招3人,0.8,1.0,0.9
商业数据分析师,2-2.5万/月,民营公司,暂无,计算机软件,深圳-南山区,3-4年经验,本科,招1人,2.0,2.5,2.2
综合管理部主任,10-15万/年,国企,150-500人,房地产,南京-建邺区,8-9年经验,本科,招1人,0.8,1.2,1.0
产品主管（急聘，高薪，发展空调大）,0.6-1.2万/月,民营公司,50-150人,电子技术/半导体/集成电路,广州-增城区,5-7年经验,大专,招1人,0.6,1.2,0.9
数据产品经理,1.2-1.5万/月,民营公司,150-500人,互联网/电子商务,重庆-渝中区,3-4年经验,本科,招1人,1.2,1.5,1.4
CRM/社群运营专员,0.6-1万/月,民营公司,50-150人,批发/零售,杭州-余杭区,1年经验,大专,招1人,0.6,1.0,0.8
高级数据挖掘分析师,0.8-1.2万/月,民营公司,50-150人,电气/电力/水利,异地招聘,1年经验,本科,招1人,0.8,1.2,1.0
数据产品经理,1-2万/月,民营公司,500-1000人,互联网/电子商务,广州,3-4年经验,本科,招1人,1.0,2.0,1.5
高级销售经理,1.5-2万/月,民营公司,少于50人,美容/保健,石家庄,3-4年经验,中专,招3人,1.5,2.0,1.8
技术总监(J10906),2.5-3万/月,民营公司,1000-5000人,教育/培训/院校,广州-天河区,8-9年经验,本科,招1人,2.5,3.0,2.8
电竞教师,1.2-2万/月,民营公司,50-150人,教育/培训/院校,广州-天河区,3-4年经验,硕士,招1人,1.2,2.0,1.6
日语营业,6-8千/月,外资（非欧美）,1000-5000人,汽车,广州-花都区,无需经验,大专,招1人,0.6,0.8,0.7
设备部部长,1-1.5万/月,民营公司,500-1000人,原材料和加工,重庆-江津区,5-7年经验,本科,招1人,1.0,1.5,1.2
