title,provide_salary,company_type,company_size,company_ind,attribute
大数据开发,1.2-2.2万/月,合资,1000-5000人,机械/设备/重工,"['长沙-岳麓区', '3-4年经验', '硕士', '招1人']"
大数据开发工程师,1.5-2万/月,上市公司,10000人以上,计算机软件,"['重庆-渝北区', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,1.4-3万/月,上市公司,500-1000人,网络游戏,"['广州', '2年经验', '本科', '招1人']"
大数据开发工程师,1.5-2万/月,外资（欧美）,10000人以上,计算机软件,"['上海', '5-7年经验', '本科', '招5人']"
大数据(平台)工程师,0.5-1万/月,国企,1000-5000人,计算机服务(系统、数据服务、维修),"['合肥-高新区', '1年经验', '本科', '招若干人']"
大数据应用架构师-上海(J10514),2-4万/月,国企,10000人以上,金融/投资/证券,"['上海', '5-7年经验', '本科', '招1人']"
大数据分析工程师,1-1.5万/月,上市公司,150-500人,计算机软件,"['沈阳-和平区', '5-7年经验', '本科', '招1人']"
大数据开发工程师(J12549),,上市公司,5000-10000人,医疗/护理/卫生,"['广州-海珠区', '3-4年经验', '本科', '招2人']"
大数据咨询专家(J11172),1.5-3万/月,上市公司,500-1000人,计算机服务(系统、数据服务、维修),"['上海-长宁区', '5-7年经验', '本科', '招1人']"
BI/大数据开发工程师 (MJ004090),1-1.8万/月,民营公司,10000人以上,计算机服务(系统、数据服务、维修),"['广州', '2年经验', '本科', '招10人']"
高级大数据开发工程师,1.5-2.5万/月,民营公司,500-1000人,网络游戏,"['广州-天河区', '3-4年经验', '大专', '招1人']"
大数据开发工程师,1.5-2万/月,事业单位,1000-5000人,计算机软件,"['武汉', '1年经验', '硕士', '招5人']"
大数据分析工程师,0.6-1.2万/月,上市公司,5000-10000人,制药/生物工程,"['异地招聘', '2年经验', '大专', '招若干人']"
大数据开发工程师,0.9-1.4万/月,上市公司,5000-10000人,计算机服务(系统、数据服务、维修),"['厦门', '3-4年经验', '本科', '招6人']"
大数据平台架构岗(007035),2.5-5万/月,国企,500-1000人,银行,"['深圳-福田区', '5-7年经验', '本科', '招若干人']"
大数据经理(004389),37-60万/年,上市公司,1000-5000人,快速消费品(食品、饮料、化妆品),"['上海', '3-4年经验', '本科', '招1人']"
大数据开发工程师,2.5-3万/月,国企,50-150人,计算机软件,"['上海-浦东新区', '3-4年经验', '本科', '招若干人']"
大数据架构研发工程师(J26975),3-4万/月,上市公司,10000人以上,电子技术/半导体/集成电路,"['北京-大兴区', '3-4年经验', '硕士', '招1人']"
大数据开发工程师,0.9-1.6万/月,上市公司,1000-5000人,网络游戏,"['苏州', '3-4年经验', '本科', '招1人']"
大数据开发工程师,2-3万/月,外资（非欧美）,1000-5000人,制药/生物工程,"['异地招聘', '3-4年经验', '本科', '招若干人']"
大数据基础技术高级工程师,2-4万/月,国企,500-1000人,银行,"['异地招聘', '5-7年经验', '本科', '招若干人']"
大数据研发经理-平台,1.5-2.5万/月,民营公司,5000-10000人,计算机软件,"['杭州-滨江区', '5-7年经验', '本科', '招1人']"
大数据算法工程师-智慧交通,1.5-2.5万/月,国企,500-1000人,通信/电信运营、增值服务,"['北京-海淀区', '2年经验', '硕士', '招若干人']"
数据中心-应用SRE工程师（大数据方向）,,国企,500-1000人,金融/投资/证券,"['上海', '3-4年经验', '硕士', '招2人']"
大数据开发工程师,12-20万/年,合资,150-500人,通信/电信/网络设备,"['异地招聘', '3-4年经验', '本科', '招1人']"
子公司 大数据架构师,1.8-3万/月,民营公司,500-1000人,金融/投资/证券,"['南京-浦口区', '无需经验', '本科', '招1人']"
大数据总监,3-6万/月,国企,10000人以上,通信/电信/网络设备,"['异地招聘', '5-7年经验', '硕士', '招1人']"
大数据开发工程师,1.5-2.5万/月,民营公司,10000人以上,计算机软件,"['深圳-龙华区', '3-4年经验', '本科', '招10人']"
大数据算法工程师,4-6万/月,国企,500-1000人,学术/科研,"['北京-昌平区', '3-4年经验', '硕士', '招1人']"
大数据技术专员,4.5-6千/月,上市公司,5000-10000人,影视/媒体/艺术/文化传播,"['广州', '无需经验', '本科', '招1人']"
大数据工程师,1.5-2.5万/月,外资（非欧美）,5000-10000人,计算机软件,"['深圳', '5-7年经验', '本科', '招1人']"
大数据开发工程师,1.2-1.5万/月,民营公司,1000-5000人,计算机软件,"['大连-高新园区', '3-4年经验', '大专', '招2人']"
大数据开发工程师,1.5-2.1万/月,国企,10000人以上,计算机软件,"['深圳-福田区', '2年经验', '大专', '招3人']"
大数据架构师,2-2.5万/月,合资,5000-10000人,采掘业/冶炼,"['南京', '8-9年经验', '本科', '招2人']"
大数据总监,2-2.5万/月,上市公司,10000人以上,多元化业务集团公司,"['深圳-龙岗区', '8-9年经验', '大专', '招1人']"
大数据开发工程师,1.7-3.5万/月,上市公司,10000人以上,保险,"['深圳-福田区', '5-7年经验', '本科', '招若干人']"
信息科技部资深主管（大数据与人工智能）,,国企,1000-5000人,银行,"['上海-浦东新区', '8-9年经验', '本科', '招1人']"
大数据平台专家,1.5-3万/月,外资（欧美）,1000-5000人,通信/电信运营、增值服务,"['南京-雨花台区', '2年经验', '本科', '招1人']"
大数据开发工程师(J10764),3.5-6万/月,外资（欧美）,500-1000人,互联网/电子商务,"['北京-朝阳区', '3-4年经验', '本科', '招若干人']"
大数据ETL工程师,1-2万/月,民营公司,10000人以上,原材料和加工,"['异地招聘', '2年经验', '大专', '招若干人']"
大数据开发工程师,2-3万/月,上市公司,5000-10000人,快速消费品(食品、饮料、化妆品),"['广东省', '3-4年经验', '本科', '招1人']"
（杭州）外包大数据数仓开发工程师,1-1.6万/月,民营公司,1000-5000人,计算机软件,"['杭州-萧山区', '2年经验', '本科', '招若干人']"
大数据开发工程师 (Spark/Python),1.3-2.3万/月,国企,150-500人,互联网/电子商务,"['广州-天河区', '3-4年经验', '本科', '招1人']"
大数据开发助理(双休+住宿),7-9千/月,民营公司,50-150人,计算机软件,"['深圳-南山区', '无需经验', '大专', '招4人']"
大数据工程师助理/双休,6-8千/月,民营公司,150-500人,计算机软件,"['深圳-南山区', '无需经验', '大专', '招4人']"
大数据开发工程师,1.5-2.5万/月,民营公司,150-500人,电子技术/半导体/集成电路,"['苏州-工业园区', '2年经验', '本科', '招2人']"
大数据行业策划工程师,1.2-2万/月,上市公司,1000-5000人,通信/电信/网络设备,"['南京-江宁区', '5-7年经验', '本科', '招若干人']"
大数据开发学徒/有人带,4.8-8.2千/月,民营公司,少于50人,计算机软件,"['深圳-龙岗区', '无需经验', '大专', '招3人']"
大数据开发助理双休包住,6-8千/月,民营公司,50-150人,计算机软件,"['深圳-宝安区', '无需经验', '大专', '招3人']"
高级大数据开发工程师（非外包）,1.8-3万/月,民营公司,500-1000人,交通/运输/物流,"['深圳-宝安区', '5-7年经验', '本科', '招2人']"
Pyhton工程师（大数据方向）,6-8千/月,民营公司,,计算机软件,"['深圳-宝安区', '无需经验', '本科', '招3人']"
大数据开发工程师,1.2-1.8万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['宁波-高新区', '2年经验', '本科', '招2人']"
大数据开发-急招（FineBI相关）,5-7千/月,创业公司,少于50人,计算机软件,"['南宁', '2年经验', '大专', '招1人']"
大数据开发工程师,1.5-2.5万/月,外资（非欧美）,150-500人,计算机软件,"['上海-静安区', '3-4年经验', '本科', '招5人']"
大数据开发工程师,1.5-2万/月,外资（欧美）,500-1000人,计算机软件,"['成都', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,1-2万/月,民营公司,50-150人,互联网/电子商务,"['上海-黄浦区', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,1.5-2.5万/月,国企,50-150人,计算机软件,"['广州-黄埔区', '5-7年经验', '硕士', '招1人']"
大数据开发工程师-福州,0.6-1万/月,上市公司,10000人以上,计算机软件,"['福州-仓山区', '2年经验', '大专', '招2人']"
大数据专家（高级）,2.5-3.5万/月,国企,10000人以上,通信/电信/网络设备,"['异地招聘', '5-7年经验', '本科', '招若干人']"
大数据开发工程(金融行业）,1-1.5万/月,合资,1000-5000人,计算机软件,"['上海-徐汇区', '1年经验', '本科', '招若干人']"
大数据开发专家,1.5-2.5万/月,民营公司,50-150人,计算机软件,"['广州-白云区', '8-9年经验', '本科', '招1人']"
大数据开发助理/双休,0.7-1万/月,民营公司,50-150人,计算机软件,"['深圳-宝安区', '1年经验', '大专', '招若干人']"
大数据平台开发工程师 (MJ003062),1.5-2.5万/月,民营公司,5000-10000人,快速消费品(食品、饮料、化妆品),"['广州-海珠区', '3-4年经验', '本科', '招1人']"
大数据系统架构师,1-2万/月,民营公司,50-150人,计算机软件,"['南京-江宁区', '3-4年经验', '本科', '招1人']"
大数据项目专员/工程师助理,4.5-6千/月,民营公司,50-150人,通信/电信/网络设备,"['长春-朝阳区', '无需经验', '大专', '招3人']"
大数据开发人员,0.8-1.2万/月,事业单位,150-500人,学术/科研,"['宁波', '2年经验', '本科', '招若干人']"
大数据开发工程师,1.5-2.5万/月,上市公司,500-1000人,计算机软件,"['杭州-西湖区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,2-2.5万/月,民营公司,500-1000人,教育/培训/院校,"['武汉-武昌区', '2年经验', '大专', '招1人']"
大数据开发-平台方向,1.8-3.5万/月,民营公司,150-500人,互联网/电子商务,"['深圳-南山区', '3-4年经验', '本科', '招2人']"
大数据分析工程师,1-1.5万/月,民营公司,50-150人,制药/生物工程,"['上海-浦东新区', '1年经验', '本科', '招1人']"
大数据开发工程师,0.7-1万/月,事业单位,少于50人,计算机软件,"['青岛-高新区', '1年经验', '本科', '招若干人']"
大数据开发工程师,1-2万/月,民营公司,1000-5000人,互联网/电子商务,"['广州-天河区', '3-4年经验', '本科', '招1人']"
大数据研发工程师（外派银行总部）,1.5-2万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['上海-浦东新区', '1年经验', '本科', '招若干人']"
资深大数据架构师,3-4万/月,合资,少于50人,计算机软件,"['异地招聘', '5-7年经验', '本科', '招2人']"
大数据开发工程师,1.5-2万/月,民营公司,500-1000人,互联网/电子商务,"['深圳', '无需经验', '硕士', '招1人']"
大数据开发助理（包住+双休）,7-9千/月,外资（非欧美）,50-150人,计算机软件,"['广州-白云区', '无需经验', '大专', '招若干人']"
大数据研发工程师,0.6-1.2万/月,民营公司,50-150人,计算机软件,"['镇江', '5-7年经验', '本科', '招1人']"
开发经理（大数据/BI/可视化报表）,2.5-3万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['上海', '3-4年经验', '本科', '招1人']"
大数据开发工程师,2-3万/月,民营公司,150-500人,计算机软件,"['杭州-滨江区', '3-4年经验', '本科', '招若干人']"
大数据开发专家——研发部,1.5-2万/月,上市公司,1000-5000人,互联网/电子商务,"['长沙-岳麓区', '5-7年经验', '本科', '招3人']"
架构师(大数据开发),2.2-4万/月,民营公司,50-150人,计算机软件,"['上海-浦东新区', '8-9年经验', '本科', '招1人']"
大数据开发工程师,1-1.5万/月,民营公司,500-1000人,互联网/电子商务,"['深圳-福田区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,0.8-1.3万/月,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),"['广州-天河区', '3-4年经验', '大专', '招1人']"
大数据架构师,40-50万/年,民营公司,少于50人,专业服务(咨询、人力资源、财会),"['异地招聘', '5-7年经验', '本科', '招1人']"
大数据开发助理,6-8千/月,民营公司,,计算机软件,"['深圳-南山区', '无需经验', '大专', '招2人']"
大数据架构师,800元/天,民营公司,50-150人,教育/培训/院校,"['成都-锦江区', '5-7年经验', '本科', '招若干人']"
大数据开发工程师,2-3.5万/月,创业公司,150-500人,互联网/电子商务,"['杭州-江干区', '3-4年经验', '本科', '招若干人']"
资深大数据工程师,0.8-1.8万/月,民营公司,500-1000人,批发/零售,"['上海-长宁区', '3-4年经验', '大专', '招1人']"
BigData/大数据工程师/架构师,1.5-2万/月,外资（非欧美）,10000人以上,机械/设备/重工,"['上海-松江区', '1年经验', '大专', '招3人']"
大数据开发工程师,1.8-2.2万/月,民营公司,150-500人,生活服务,"['南京-江宁区', '5-7年经验', '本科', '招1人']"
大数据开发工程师,15-20万/年,国企,150-500人,通信/电信/网络设备,"['武汉-江夏区', '3-4年经验', '本科', '招若干人']"
软件工程师（大数据）,0.8-1.5万/月,民营公司,50-150人,通信/电信/网络设备,"['深圳-南山区', '1年经验', '本科', '招若干人']"
大数据架构师,50-60万/年,民营公司,500-1000人,多元化业务集团公司,"['广州-越秀区', '3-4年经验', '大专', '招若干人']"
大数据开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['济南-历城区', '2年经验', '大专', '招6人']"
大数据开发工程师+双休 8-12K,6-8千/月,民营公司,,通信/电信/网络设备,"['青岛-市南区', '无需经验', '大专', '招2人']"
财务大数据开发6-8K,6-8千/月,民营公司,50-150人,影视/媒体/艺术/文化传播,"['青岛-市南区', '无需经验', '高中', '招3人']"
大数据开发工程师,1-1.5万/月,民营公司,150-500人,计算机软件,"['福州-仓山区', '3-4年经验', '本科', '招1人']"
大数据开发工程师,0.6-1.5万/月,民营公司,150-500人,贸易/进出口,"['上海-浦东新区', '2年经验', '本科', '招1人']"
